,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
57222|BMI1,0.003808520921531357,Mus musculus,BMI1,cr,,Embryonic Stem Cell,,0.0,BMI1
33070|IRF4,0.003808520921531357,Mus musculus,IRF4,predicted transcription factor,,B Lymphocyte,,0.0,IRF4
9247|MYOD1,0.003808520921531357,Mus musculus,MYOD1,tf,,Myoblast,Skeletal Muscle,0.0,MYOD1
33045|SRSF1,0.0038173197148900647,Mus musculus,SRSF1,other,,Embryonic Fibroblast,Embryo,0.0,SRSF1
58100|SUMO1,0.003824175813674636,Mus musculus,SUMO1,other,,Dendritic Cell,Bone Marrow,1.0,SUMO1
39636|REL,0.003840872312975583,Mus musculus,REL,tf,,Dendritic Cell,Bone Marrow,0.0,REL
8346|HOXA9,0.003847766311089805,Mus musculus,HOXA9,tf,,Myeloid Cell,Bone Marrow,0.0,HOXA9
5582|SOX6,0.0038734697862250287,Mus musculus,SOX6,tf,,Myoblast,Muscle,0.0,SOX6
56087|SMARCA5,0.0038754533350500416,Mus musculus,SMARCA5,cr,,,Nucleus Accumben,1.0,SMARCA5
53638|STAT6,0.0038804161897525243,Mus musculus,STAT6,tf,,T Lymphocyte,Spleen,0.0,STAT6
9043|KDM6A,0.0038824029256312523,Mus musculus,KDM6A,cr,,Fibroblast,Embryo,0.0,KDM6A
57970|HMGA2,0.003885384738425733,Mus musculus,HMGA2,tf,,Embryonic Fibroblast,,0.0,HMGA2
50233|GATA6,0.003885384738425733,Mus musculus,GATA6,tf,,Embryonic Fibroblast,,0.0,GATA6
33103|ZNF335,0.003885384738425733,Mus musculus,ZNF335,tf,,,Telencephalon,0.0,ZNF335
48962|H3Pan,0.003885384738425733,Mus musculus,H3Pan,other,,Spermatid,Testis,0.0,H3Pan
9164|KDM4D,0.003885384738425733,Mus musculus,KDM4D,cr,,Dendritic Cell,,0.0,KDM4D
32973|FOXO3,0.003885384738425733,Mus musculus,FOXO3,tf,,Macrophage,Bone Marrow,0.0,FOXO3
50744|HAND1,0.003885384738425733,Mus musculus,HAND1,not sure,,Mesodermal Cell,,0.0,HAND1
49163|CBX5,0.003885384738425733,Mus musculus,CBX5,cr,,Neural Progenitor Cell,,0.0,CBX5
33117|KDM5A,0.003885384738425733,Mus musculus,KDM5A,cr,,Embryonic Stem Cell,Embryo,0.0,KDM5A
32911|BRDU,0.003885384738425733,Mus musculus,BRDU,other,,B Lymphocyte,Spleen,0.0,BRDU
33121|DDIT3,0.003885384738425733,Mus musculus,DDIT3,tf,,Embryonic Fibroblast,Embryo,0.0,DDIT3
53388|TOP2B,0.003885384738425733,Mus musculus,TOP2B,predicted chromatin regulator,,Neuron,,0.0,TOP2B
9640|BCL6,0.003885384738425733,Mus musculus,BCL6,predicted transcription factor,,Macrophage,Bone Marrow,0.0,BCL6
9157|NKX3-1,0.003917318655516611,Mus musculus,NKX3-1,tf,,Epithelium,Prostate,0.0,NKX3-1
9166|KDM4A,0.0039203244821072025,Mus musculus,KDM4A,cr,,Dendritic Cell,,0.0,KDM4A
49288|RAD21,0.003932368460961915,Mus musculus,RAD21,not sure,,,Intestinal Crypt,0.0,RAD21
47109|POLR3A,0.003962623542952992,Mus musculus,POLR3A,tf,,,Skin,1.0,POLR3A
48389|H3S28ph,0.003966673266481268,Mus musculus,H3S28ph,other,Swiss-3T3,Fibroblast,,1.0,H3S28ph
53415|PPARA,0.004000225172051273,Mus musculus,PPARA,tf,,Erythroid Cell,Liver,0.0,PPARA
55305|PRDM1,0.004068092321294164,Mus musculus,PRDM1,tf,,,Small Intestine,1.0,PRDM1
37887|HIF1A,0.004072238413485108,Mus musculus,HIF1A,predicted chromatin regulator,,Dendritic Cell,Bone Marrow,1.0,HIF1A
38468|HSF1,0.004073275527322377,Mus musculus,HSF1,tf,,Striatal Cell,,1.0,HSF1
44175|SPNS1,0.00407535046426761,Mus musculus,SPNS1,tf,NIH-3T3,Fibroblast,Embryo,1.0,SPNS1
4636|WDR5,0.004094067511257532,Mus musculus,WDR5,cr,,Embryonic Stem Cell,Embryo,1.0,WDR5
56606|SATB2,0.004116001273127713,Mus musculus,SATB2,tf,,Cortex,Brain,1.0,SATB2
56273|AEBP2,0.0041254336032571295,Mus musculus,AEBP2,tf,,,Thymus,0.0,AEBP2
57187|CTNNB1,0.0041254336032571295,Mus musculus,CTNNB1,tf,,Haematopoietic Progenitor Cell,,0.0,CTNNB1
47819|GLI3,0.004149626378194204,Mus musculus,GLI3,tf,,Epithelium,Limb Bud,0.0,GLI3
43115|PRDM5,0.004248748710866491,Mus musculus,PRDM5,tf,,Embryonic Fibroblast,,1.0,PRDM5
46415|ZMIZ1,0.004260611786425955,Mus musculus,ZMIZ1,not sure,CH12,Lymphoblastoid,Blood,1.0,ZMIZ1
56092|BAZ1A,0.0042898559023872,Mus musculus,BAZ1A,cr,,,Nucleus Accumben,1.0,BAZ1A
5919|TBX20,0.004290942455697901,Mus musculus,TBX20,tf,,Cardiomyocyte,Heart,1.0,TBX20
53159|DNMT3A,0.004301821528022723,Mus musculus,DNMT3A,cr,J1,Embryonic Stem Cell,Embryo,1.0,DNMT3A
58544|SMAD1/5,0.004301821528022723,Mus musculus,SMAD1/5,tf,E14,Embryonic Stem Cell,Embryo,1.0,SMAD1/5
38466|CBFB,0.004348883026344622,Mus musculus,CBFB,predicted transcription factor,,T Lymphocyte,Blood,1.0,CBFB
43472|KDM5B,0.0043554861983654035,Mus musculus,KDM5B,cr,R1,Embryonic Stem Cell,Embryo,1.0,KDM5B
9271|CTCFL,0.004359893289358332,Mus musculus,CTCFL,predicted transcription factor,,Embryonic Stem Cell,Embryo,0.0,CTCFL
44158|MKL2,0.004374243869947907,Mus musculus,MKL2,tf,NIH-3T3,Fibroblast,Embryo,1.0,MKL2
52514|MEF2D,0.004406408906689786,Mus musculus,MEF2D,tf,,,Retina,1.0,MEF2D
52855|MLLT3,0.004418664608585001,Mus musculus,MLLT3,not sure,,Myeloid Cell,,1.0,MLLT3
56408|TGIF2,0.004425362364305646,Mus musculus,TGIF2,tf,J1,Embryonic Stem Cell,Embryo,1.0,TGIF2
48981|WT1 ,0.004540620202358746,Mus musculus,WT1 ,tf,,Epithelium,Kidney,0.0,WT1 
44160|ELK1,0.004554354643985433,Mus musculus,ELK1,tf,NIH-3T3,Fibroblast,Embryo,1.0,ELK1
35550|SP1,0.004571574843060646,Mus musculus,SP1,predicted chromatin regulator,TSC,Trophoblast Stem Cell,Embryo,1.0,SP1
44152|MKL1,0.00457732781156654,Mus musculus,MKL1,tf,NIH-3T3,Fibroblast,Embryo,1.0,MKL1
52982|ARID1A,0.004614300079303429,Mus musculus,ARID1A,predicted transcription factor,,Adipocyte,,1.0,ARID1A
48321|ATF3,0.004663230545008326,Mus musculus,ATF3,predicted transcription factor,,Macrophage,Bone Marrow,1.0,ATF3
53760|MYO1C,0.004685517442035178,Mus musculus,MYO1C,predicted chromatin regulator,,Embryonic Fibroblast,,1.0,MYO1C
44165|ELK4,0.0046913981861972966,Mus musculus,ELK4,tf,NIH-3T3,Fibroblast,Embryo,1.0,ELK4
5097|BRD2,0.0047493788524289975,Mus musculus,BRD2,predicted chromatin regulator,,Macrophage,Bone Marrow,1.0,BRD2
4120|HDAC3,0.004754140063400997,Mus musculus,HDAC3,cr,,Hepatocyte,Liver,1.0,HDAC3
48644|ARID3A,0.00476964340992534,Mus musculus,ARID3A,tf,J1,Embryonic Stem Cell,Embryo,1.0,ARID3A
51138|YAP1,0.0047708378403007,Mus musculus,YAP1,other,,,Heart,1.0,YAP1
44668|RORC,0.004799584301620751,Mus musculus,RORC,tf,,Th17,,1.0,RORC
4507|RAG2,0.004806795003875069,Mus musculus,RAG2,cr,,Thymocyte,Thymus,1.0,RAG2
43830|PARP1,0.004817629167079027,Mus musculus,PARP1,not sure,,,Nucleus Accumben,1.0,PARP1
9241|MYF5,0.004830900482983409,Mus musculus,MYF5,tf,,Myoblast,Skeletal Muscle,1.0,MYF5
5472|CHD4,0.004842993586393904,Mus musculus,CHD4,cr,,Thymocyte,Thymus,1.0,CHD4
52904|MED23,0.004847838378549023,Mus musculus,MED23,predicted transcription factor,,Cortical Neuron,,1.0,MED23
32842|REST,0.004853900443629701,Mus musculus,REST,tf,,Neural Progenitor Cell,,1.0,REST
57016|STAT5,0.00487577986227288,Mus musculus,STAT5,tf,,T Lymphocyte,,1.0,STAT5
57703|TET3,0.004892857911656847,Mus musculus,TET3,cr,J1,Embryonic Stem Cell,Embryo,1.0,TET3
8912|FOXA1,0.0049063137549076935,Mus musculus,FOXA1,tf,,Hepatocyte,Liver,1.0,FOXA1
56594|ACTB,0.00491980256366455,Mus musculus,ACTB,other,,Embryonic Fibroblast,,1.0,ACTB
33122|ATF4,0.004930863429480354,Mus musculus,ATF4,tf,,Embryonic Fibroblast,Embryo,1.0,ATF4
5372|SS18,0.0049333244065492094,Mus musculus,SS18,not sure,C2C12,Myoblast,Muscle,1.0,SS18
8860|STAG1,0.0049431792620508565,Mus musculus,STAG1,not sure,,Fibroblast,Embryo,1.0,STAG1
44533|PHC1,0.004984016187911711,Mus musculus,PHC1,cr,V6.5,Embryonic Stem Cell,Embryo,1.0,PHC1
55942|TP53,0.005037678722119738,Mus musculus,TP53,predicted transcription factor,,,Spleen,0.0,TP53
53432|HNRNPL,0.005040187129330582,Mus musculus,HNRNPL,predicted transcription factor,,Embryonic Stem Cell,,1.0,HNRNPL
35710|EOMES,0.005054003260733928,Mus musculus,EOMES,tf,TSC,Trophoblast Stem Cell,Embryo,0.0,EOMES
56986|TCF4,0.00509058939233927,Mus musculus,TCF4,tf,,Stem cell,Intestine,1.0,TCF4
37860|CRY2,0.005095654216174138,Mus musculus,CRY2,not sure,,Epithelium,Liver,0.0,CRY2
35313|TNNI2,0.005101991554428808,Mus musculus,TNNI2,other,,Osteoblast,,1.0,TNNI2
35733|CDX2,0.0051032598637345,Mus musculus,CDX2,tf,,Epithelium,Small Intestine,1.0,CDX2
5958|RARG,0.005108335908229426,Mus musculus,RARG,tf,F9,,Embryo,1.0,RARG
48581|HSF2,0.0051286850616286605,Mus musculus,HSF2,tf,,Spermatocyte,Testis,0.0,HSF2
34088|HIST1H1D,0.005135058952719167,Mus musculus,HIST1H1D,cr,,Embryonic Stem Cell,Embryo,1.0,HIST1H1D
43718|JUNB,0.005158063380912288,Mus musculus,JUNB,tf,,T Lymphocyte,,1.0,JUNB
47459|TWIST1,0.005177303754113005,Mus musculus,TWIST1,tf,,Endocardial cushion cell,Embryonic atrioventricular canal,0.0,TWIST1
4534|SIRT1,0.005179873956932007,Mus musculus,SIRT1,cr,,,Cerebellum,1.0,SIRT1
52732|RAD23B,0.005204347571837185,Mus musculus,RAD23B,predicted transcription factor,D3,Embryonic Stem Cell,Embryo,1.0,RAD23B
8938|PAX5,0.005215976206886835,Mus musculus,PAX5,tf,,B Lymphocyte,Lymph Node,0.0,PAX5
59433|HEY2,0.005223741468182671,Mus musculus,HEY2,tf,,Cardiomyocyte,,1.0,HEY2
52819|SIRT6,0.005241900423681693,Mus musculus,SIRT6,cr,,Embryonic Stem Cell,Embryo,1.0,SIRT6
38179|TBX21,0.005243199638262883,Mus musculus,TBX21,tf,,Th1,,1.0,TBX21
41359|PHF20,0.00524839936175043,Mus musculus,PHF20,cr,,Neural Progenitor Cell,,1.0,PHF20
36217|CUX2,0.0052510009433413,Mus musculus,CUX2,tf,,Epithelium,Liver,1.0,CUX2
56595|BAZ1B,0.005252302164285911,Mus musculus,BAZ1B,predicted chromatin regulator,,Embryonic Fibroblast,,1.0,BAZ1B
44674|ESRRB,0.00526533015863809,Mus musculus,ESRRB,tf,ZhBTc4,Embryonic Stem Cell,Embryo,1.0,ESRRB
41410|KLF3,0.0052783868903541475,Mus musculus,KLF3,tf,,Embryonic Fibroblast,,1.0,KLF3
49165|SUV39H1,0.0053520381715867075,Mus musculus,SUV39H1,cr,,Neural Progenitor Cell,,1.0,SUV39H1
53005|KAT2B,0.005434645289193167,Mus musculus,KAT2B,predicted chromatin regulator,,Embryonic Stem Cell,,1.0,KAT2B
40138|MAF,0.005465576852910027,Mus musculus,MAF,tf,,Th0,,1.0,MAF
50130|EED,0.005481777085509999,Mus musculus,EED,cr,,Embryonic Stem Cell,,1.0,EED
43424|ASCL2,0.005488539766247918,Mus musculus,ASCL2,tf,,T Lymphocyte,Blood,1.0,ASCL2
53868|HOPX,0.005496664767986932,Mus musculus,HOPX,tf,,,Embryonic Heart,1.0,HOPX
54238|BARX1,0.005506157442919682,Mus musculus,BARX1,tf,,Mesenchymal Cell,Stomach,1.0,BARX1
49734|MEF2A,0.005514305611790796,Mus musculus,MEF2A,tf,C2C12,Myoblast,Muscle,1.0,MEF2A
56493|EP400,0.005562050462198701,Mus musculus,EP400,cr,,Embryonic Stem Cell,Embryo,1.0,EP400
39613|EGR1,0.005738394240435822,Mus musculus,EGR1,tf,,Dendritic Cell,Bone Marrow,1.0,EGR1
52891|NCOR2,0.005741210552450364,Mus musculus,NCOR2,cr,,Macrophage,Bone,0.0,NCOR2
38069|CBX3,0.005776518099801014,Mus musculus,CBX3,cr,,Embryonic Stem Cell,Embryo,1.0,CBX3
44448|OVOL2,0.00578076792749384,Mus musculus,OVOL2,tf,,Epithelium,,1.0,OVOL2
33372|LHX2,0.005793534062211986,Mus musculus,LHX2,tf,,,Mouse Back Skin,1.0,LHX2
51358|PRDM9,0.005820566971388845,Mus musculus,PRDM9,predicted transcription factor,,,Testis,1.0,PRDM9
54378|BCL3,0.0058491435090332715,Mus musculus,BCL3,tf,CGR8,Embryonic Stem Cell,Embryo,1.0,BCL3
41849|ASCL1,0.005942878684210378,Mus musculus,ASCL1,tf,,Neural Progenitor Cell,,0.0,ASCL1
43719|JUND,0.005942878684210378,Mus musculus,JUND,tf,,T Lymphocyte,,1.0,JUND
8976|ZFP42,0.005973445761688389,Mus musculus,ZFP42,tf,,Embryonic Stem Cell,Embryo,0.0,ZFP42
2645|NR1H2,0.005988050444082201,Mus musculus,NR1H2,tf,RAW264.7,Macrophage,Blood,1.0,NR1H2
37574|PHOX2A,0.006083754863120243,Mus musculus,PHOX2A,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0,PHOX2A
58629|DZIP3,0.0061988798122794885,Mus musculus,DZIP3,not sure,,Embryonic Stem Cell,,1.0,DZIP3
35821|SUPT6H,0.0062427362409107545,Mus musculus,SUPT6H,tf,C2C12,Myoblast,Muscle,1.0,SUPT6H
416|LBR,0.006273141925455354,Mus musculus,LBR,not sure,E14,Embryonic Stem Cell,Embryo,1.0,LBR
3040|CRX,0.006303678660783092,Mus musculus,CRX,other,,,Retina,1.0,CRX
51910|STAT2,0.006414703344345162,Mus musculus,STAT2,predicted transcription factor,,Macrophage,Bone Marrow,1.0,STAT2
51364|ZIC2,0.0064818319217159045,Mus musculus,ZIC2,tf,,Embryonic Stem Cell,,1.0,ZIC2
32903|TMPRSS4,0.006500676048719811,Mus musculus,TMPRSS4,other,V6.5,Embryonic Stem Cell,Embryo,1.0,TMPRSS4
5809|HELLS,0.006581305287332646,Mus musculus,HELLS,predicted chromatin regulator,,Fibroblast,Embryo,1.0,HELLS
53929|RORA,0.006613165191773598,Mus musculus,RORA,tf,,,Liver,1.0,RORA
53248|MED12,0.006849902327936557,Mus musculus,MED12,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0,MED12
33052|HEXIM1,0.00713325438214053,Mus musculus,HEXIM1,other,,Embryonic Fibroblast,Embryo,0.0,HEXIM1
54372|KLF15,0.007200093526558873,Mus musculus,KLF15,tf,,Embryonic Fibroblast,,1.0,KLF15
58992|MEF2C,0.007302259114777023,Mus musculus,MEF2C,predicted transcription factor,BMiFLT3(15-3),Pre-B Lymphocyte,,1.0,MEF2C
40294|NKX6-1,0.007478342038088323,Mus musculus,NKX6-1,tf,,,Pancreatic Islet,1.0,NKX6-1
55334|AICDA,0.007494371486809302,Mus musculus,AICDA,cr,,B Lymphocyte,Spleen,1.0,AICDA
46470|NELFE,0.0075767733636581324,Mus musculus,NELFE,not sure,MEL,Erythroid Progenitor Cell,Blood,1.0,NELFE
2984|AFF4,0.007696395573191117,Mus musculus,AFF4,tf,,Embryonic Stem Cell,Embryo,1.0,AFF4
41420|Ubiquitin,0.007821378326749173,Mus musculus,Ubiquitin,other,3T3-L1,Preadipocyte,Adipose,1.0,Ubiquitin
8343|SOX3,0.007845474367026917,Mus musculus,SOX3,predicted transcription factor,C2C12,Myoblast,Muscle,1.0,SOX3
59362|CSTF3,0.007903197869187244,Mus musculus,CSTF3,other,S194,B Lymphocyte,,1.0,CSTF3
47617|MSL2,0.007938761127407159,Mus musculus,MSL2,cr,WT26,Embryonic Stem Cell,Embryo,1.0,MSL2
37839|PER2,0.008008419955056597,Mus musculus,PER2,predicted transcription factor,,Epithelium,Liver,0.0,PER2
54454|SLC5A5,0.008151270710181473,Mus musculus,SLC5A5,predicted transcription factor,,Myoblast,Muscle,1.0,SLC5A5
41940|HIRA,0.008207103710422232,Mus musculus,HIRA,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0,HIRA
41551|CLK1,0.008247743962080965,Mus musculus,CLK1,not sure,,,Liver,1.0,CLK1
50239|SPIB,0.008265215254643994,Mus musculus,SPIB,tf,,Lymphocyte,,1.0,SPIB
5070|CDK9,0.008451626092235412,Mus musculus,CDK9,tf,,Macrophage,Bone Marrow,1.0,CDK9
41201|AURKB,0.008455589873772741,Mus musculus,AURKB,not sure,,B Lymphocyte,Spleen,1.0,AURKB
54462|MYOG,0.008509260833160788,Mus musculus,MYOG,tf,,Myotube cell,Muscle,1.0,MYOG
3295|GTF2F1,0.008519232638668087,Mus musculus,GTF2F1,tf,,T Lymphocyte,Blood,1.0,GTF2F1
4513|RFX1,0.008597365257777925,Mus musculus,RFX1,tf,,Neural Progenitor Cell,Embryo,0.0,RFX1
54706|BRWD1,0.00874530430075094,Mus musculus,BRWD1,cr,,B Lymphocyte,,0.0,BRWD1
4397|MAFA,0.008814965963950011,Mus musculus,MAFA,tf,,Epithelium,Pancreatic Islet,0.0,MAFA
43178|CXXC1,0.008897543151841759,Mus musculus,CXXC1,tf,E14,Embryonic Stem Cell,Embryo,1.0,CXXC1
8841|ELL,0.008912063640798136,Mus musculus,ELL,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,ELL
53015|SCML2,0.00907105603683088,Mus musculus,SCML2,tf,,Spermatocyte,,1.0,SCML2
50383|PWP1,0.009109073961693276,Mus musculus,PWP1,not sure,,Embryonic Stem Cell,,1.0,PWP1
39315|TFE3,0.009172747243851006,Mus musculus,TFE3,tf,,Embryonic Stem Cell,Embryo,1.0,TFE3
44828|GSK3B,0.009172747243851006,Mus musculus,GSK3B,other,,Embryonic Fibroblast,,1.0,GSK3B
449|SMAD2,0.009236809802922342,Mus musculus,SMAD2,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,1.0,SMAD2
43789|POU3F1,0.009251813954680334,Mus musculus,POU3F1,tf,,Embryonic Stem Cell,Embryo,1.0,POU3F1
49166|SUV39H2,0.009305574465557524,Mus musculus,SUV39H2,cr,,Neural Progenitor Cell,,1.0,SUV39H2
48081|CBX8,0.009448817553364582,Mus musculus,CBX8,cr,E14,Embryonic Stem Cell,Embryo,1.0,CBX8
44222|SMARCC2,0.009906106748984022,Mus musculus,SMARCC2,cr,,Epithelium,Face,1.0,SMARCC2
33940|EHF,0.010425379480847392,Mus musculus,EHF,tf,,,Corneal Epithelium,0.0,EHF
2410|NELFB,0.010437289321429887,Mus musculus,NELFB,not sure,,Fibroblast,Embryo,1.0,NELFB
37715|PRDM4,0.010513793472737823,Mus musculus,PRDM4,tf,CCE,Embryonic Stem Cell,Embryo,1.0,PRDM4
9103|TEAD4,0.010595614071334112,Mus musculus,TEAD4,tf,TSC,Trophoblast Stem Cell,Embryo,0.0,TEAD4
55329|NBN,0.01086660776542291,Mus musculus,NBN,tf,,B Lymphocyte,Spleen,1.0,NBN
44360|ING1,0.01089378867823112,Mus musculus,ING1,predicted chromatin regulator,C2C12,Myoblast,Muscle,1.0,ING1
54301|H3F3B,0.010975686720910413,Mus musculus,H3F3B,other,R1,Embryonic Stem Cell,Embryo,0.0,H3F3B
39702|IRF3,0.011090741144587291,Mus musculus,IRF3,tf,,Macrophage,Bone Marrow,1.0,IRF3
41418|PSMB1,0.01122714219279645,Mus musculus,PSMB1,not sure,3T3-L1,Preadipocyte,Adipose,1.0,PSMB1
51961|ZIC3,0.01128312970232721,Mus musculus,ZIC3,tf,,Embryonic Stem Cell,,1.0,ZIC3
52258|ETV2,0.011447384420352274,Mus musculus,ETV2,tf,,Embryonic Stem Cell,Embryo,1.0,ETV2
41323|CTR9,0.011737191986994432,Mus musculus,CTR9,both predicted transcription factor and chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,CTR9
55316|TRIM63,0.011848497931560495,Mus musculus,TRIM63,predicted chromatin regulator,,,Small Intestine,0.0,TRIM63
34413|MXI1,0.012076564863973313,Mus musculus,MXI1,tf,C2C12,Myoblast,Muscle,1.0,MXI1
41978|EHMT2,0.012330447812618616,Mus musculus,EHMT2,cr,,Embryonic Stem Cell,Embryo,1.0,EHMT2
44790|FOSL2,0.012371826744447973,Mus musculus,FOSL2,tf,3T3-L1,Preadipocyte,Adipose,1.0,FOSL2
35722|ELF5,0.012418868222020424,Mus musculus,ELF5,tf,TSC,Trophoblast Stem Cell,Embryo,1.0,ELF5
8744|NR1D2,0.012482759094134764,Mus musculus,NR1D2,tf,,Epithelium,Liver,0.0,NR1D2
35557|SFMBT1,0.012732677819005831,Mus musculus,SFMBT1,other,,Spermatid,,1.0,SFMBT1
2759|STAT4,0.013330750670214709,Mus musculus,STAT4,tf,,T Lymphocyte,Lymph Node,0.0,STAT4
44628|TEAD2,0.013443138544889169,Mus musculus,TEAD2,tf,Py2T,Epithelium,Mammary Gland,1.0,TEAD2
57817|GFI1B,0.013646296249699812,Mus musculus,GFI1B,predicted transcription factor,MEL,Erythroid Progenitor Cell,Blood,1.0,GFI1B
44270|MAX,0.013679407706745113,Mus musculus,MAX,tf,E14,Embryonic Stem Cell,Embryo,1.0,MAX
41315|KDM4B,0.013785223919678284,Mus musculus,KDM4B,cr,,Embryonic Stem Cell,Embryo,1.0,KDM4B
38314|SIX2,0.01423427834000836,Mus musculus,SIX2,tf,,Neural Progenitor Cell,Kidney,1.0,SIX2
294|MSX1,0.014318688925049469,Mus musculus,MSX1,tf,C2C12,Myoblast,Muscle,0.0,MSX1
34594|USF1,0.014425596666340709,Mus musculus,USF1,tf,,,Liver,0.0,USF1
1594|LMO2,0.014485638011814487,Mus musculus,LMO2,not sure,HPC-7,Haematopoietic Progenitor Cell,Bone Marrow,1.0,LMO2
47619|KANSL3,0.014612744310000475,Mus musculus,KANSL3,cr,WT26,Embryonic Stem Cell,Embryo,1.0,KANSL3
53798|BATF3,0.014686264104069572,Mus musculus,BATF3,tf,,Dendritic Cell,,1.0,BATF3
44214|NCOA1,0.015359053286038109,Mus musculus,NCOA1,cr,,Epithelium,Hindbrain,1.0,NCOA1
46425|HCFC1,0.015445820920306587,Mus musculus,HCFC1,tf,,Embryonic Stem Cell,Embryo,1.0,HCFC1
2630|CHD7,0.015879145559757953,Mus musculus,CHD7,cr,R1,Embryonic Stem Cell,Embryo,1.0,CHD7
42982|ATOH1,0.01609968924212455,Mus musculus,ATOH1,tf,,,Intestinal Crypt,1.0,ATOH1
51861|DNMT3B,0.016263317977828658,Mus musculus,DNMT3B,cr,,Embryonic Stem Cell,,1.0,DNMT3B
56517|CBX2,0.016669703886512503,Mus musculus,CBX2,cr,E14Tg2A,Embryonic Stem Cell,,1.0,CBX2
41874|DNMT3L,0.016852689800623984,Mus musculus,DNMT3L,cr,E14,Embryonic Stem Cell,Embryo,1.0,DNMT3L
33994|TET2,0.017534677510485357,Mus musculus,TET2,cr,,,Bone Marrow,1.0,TET2
52226|E4F1,0.018929695969929786,Mus musculus,E4F1,tf,,Embryonic Fibroblast,Embryo,1.0,E4F1
36726|TOP2A,0.018937658152545514,Mus musculus,TOP2A,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,TOP2A
39103|MZF1,0.01898948180679176,Mus musculus,MZF1,tf,,B Lymphocyte,,1.0,MZF1
47615|MSL1,0.01910953535484711,Mus musculus,MSL1,cr,WT26,Embryonic Stem Cell,Embryo,1.0,MSL1
33723|SOX17,0.019649574102640618,Mus musculus,SOX17,tf,KH2,Embryonic Stem Cell,Embryo,1.0,SOX17
50217|FOXK1,0.01995978204875261,Mus musculus,FOXK1,tf,C2C12,Myoblast,Muscle,1.0,FOXK1
59179|NR0B2,0.020261480803296848,Mus musculus,NR0B2,tf,,,Liver,1.0,NR0B2
40163|CDK8,0.02119425112198866,Mus musculus,CDK8,tf,,Embryonic Stem Cell,Embryo,1.0,CDK8
3294|GTF2E2,0.02136127510652348,Mus musculus,GTF2E2,tf,,T Lymphocyte,Blood,1.0,GTF2E2
2816|ATF7IP,0.021409831366007104,Mus musculus,ATF7IP,cr,V6.5,Embryonic Stem Cell,Embryo,1.0,ATF7IP
8305|RCOR1,0.02340619625945978,Mus musculus,RCOR1,both predicted transcription factor and chromatin regulator,V6.5,Embryonic Stem Cell,Embryo,1.0,RCOR1
32994|TAF7L,0.023640588895542148,Mus musculus,TAF7L,predicted transcription factor,10T1/2,Fibroblast,Embryo,1.0,TAF7L
5471|IKZF3,0.024380278776642797,Mus musculus,IKZF3,tf,,Thymocyte,Thymus,1.0,IKZF3
37004|BACH2,0.024479037759119637,Mus musculus,BACH2,tf,,T Lymphocyte,Blood,1.0,BACH2
56061|GABPA,0.024842362138386958,Mus musculus,GABPA,tf,V6.5,Embryonic Stem Cell,Embryo,1.0,GABPA
47569|PPARGC1A,0.02537797235108959,Mus musculus,PPARGC1A,tf,C2C12,Myoblast,Muscle,0.0,PPARGC1A
55631|SOX10,0.025531304801769038,Mus musculus,SOX10,tf,Melan-a,Melanocyte,,1.0,SOX10
36669|NR2F2,0.025659673739561937,Mus musculus,NR2F2,tf,,,Atria,1.0,NR2F2
48620|NFYC,0.02600636929337202,Mus musculus,NFYC,tf,E14,Embryonic Stem Cell,Embryo,1.0,NFYC
50445|AUTS2,0.02606366224074123,Mus musculus,AUTS2,not sure,,,Brain,1.0,AUTS2
44796|VDR,0.02606366224074123,Mus musculus,VDR,tf,3T3-L1,Preadipocyte,Adipose,1.0,VDR
50722|UBTF,0.027876249495011756,Mus musculus,UBTF,tf,NIH-3T3,Fibroblast,Embryo,1.0,UBTF
36803|PITX1,0.028130864940168997,Mus musculus,PITX1,tf,,Epithelium,Embryonic Hindlimb Bud,1.0,PITX1
55621|POU3F3,0.028197603883817236,Mus musculus,POU3F3,tf,,Neural Stem Cell,,1.0,POU3F3
37690|ELL3,0.028303543410488432,Mus musculus,ELL3,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,ELL3
5221|LYL1,0.02833706674034848,Mus musculus,LYL1,predicted transcription factor,HPC-7,Haematopoietic Progenitor Cell,Bone Marrow,1.0,LYL1
9267|ZFPM1,0.02873627446534982,Mus musculus,ZFPM1,tf,G1ME,Megakaryocyte,Bone Marrow,1.0,ZFPM1
3000|ASH2L,0.030102840068644637,Mus musculus,ASH2L,cr,,B Lymphocyte,Spleen,1.0,ASH2L
39309|CAPG,0.030167553710201925,Mus musculus,CAPG,predicted chromatin regulator,V6.5,Embryonic Stem Cell,Embryo,1.0,CAPG
57297|TEC,0.031013349973756956,Mus musculus,TEC,other,,Epithelium,,1.0,TEC
38461|ELF1,0.03174946096261805,Mus musculus,ELF1,tf,,T Lymphocyte,Blood,1.0,ELF1
