,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
5781|H2AFX,0.0038497380635793073,Mus musculus,H2AFX,predicted chromatin regulator,,Epithelium,Kidney,1.0
53644|STAT6,0.0038497380635793073,Mus musculus,STAT6,tf,,T Lymphocyte,Spleen,0.0
33121|DDIT3,0.0038497380635793073,Mus musculus,DDIT3,tf,,Embryonic Fibroblast,Embryo,0.0
50198|KDM1A,0.0038497380635793073,Mus musculus,KDM1A,cr,J1,Embryonic Stem Cell,Embryo,0.0
54559|TBX3,0.0038497380635793073,Mus musculus,TBX3,tf,R1,Embryonic Stem Cell,Embryo,0.0
51920|STAT1,0.0038497380635793073,Mus musculus,STAT1,tf,,Macrophage,Bone Marrow,0.0
33064|BRD4,0.0038497380635793073,Mus musculus,BRD4,cr,,Epithelium,Heart,0.0
41960|RUNX3,0.0038497380635793073,Mus musculus,RUNX3,tf,,T Lymphocyte,,0.0
33103|ZNF335,0.0038497380635793073,Mus musculus,ZNF335,tf,,,Telencephalon,0.0
44530|KDM1A,0.0038497380635793073,Mus musculus,KDM1A,cr,C2C12,Myoblast,Muscle,0.0
9079|EZH2,0.0038497380635793073,Mus musculus,EZH2,cr,TNGA,Embryonic Stem Cell,Embryo,0.0
32911|BRDU,0.0038497380635793073,Mus musculus,BRDU,other,,B Lymphocyte,Spleen,0.0
47311|JARID2,0.0038497380635793073,Mus musculus,JARID2,cr,,Th17,Blood,0.0
32913|H2AFX,0.0038497380635793073,Mus musculus,H2AFX,predicted chromatin regulator,,B Lymphocyte,Spleen,0.0
9332|H2AZ,0.0038497380635793073,Mus musculus,H2AZ,predicted chromatin regulator,V6.5,Embryonic Stem Cell,Embryo,0.0
32929|SMC5,0.0038497380635793073,Mus musculus,SMC5,predicted chromatin regulator,,B Lymphocyte,Spleen,0.0
32897|IRF4,0.0038497380635793073,Mus musculus,IRF4,predicted transcription factor,,T Lymphocyte,Spleen And Lymph Node,0.0
9250|MYOD1,0.0038497380635793073,Mus musculus,MYOD1,tf,,Myoblast,Muscle,0.0
9264|EZH2,0.0038497380635793073,Mus musculus,EZH2,cr,,,Brain,0.0
50233|GATA6,0.0038497380635793073,Mus musculus,GATA6,tf,,Embryonic Fibroblast,,0.0
33117|KDM5A,0.0038497380635793073,Mus musculus,KDM5A,cr,,Embryonic Stem Cell,Embryo,0.0
53641|BATF,0.0038497380635793073,Mus musculus,BATF,predicted transcription factor,,T Lymphocyte,Spleen,0.0
50720|TAL1,0.0038497380635793073,Mus musculus,TAL1,tf,,Embryonic Stem Cell,,0.0
42248|RELA,0.0038497380635793073,Mus musculus,RELA,tf,,Macrophage,Peritoneum,0.0
26|CREBBP,0.0038497380635793073,Mus musculus,CREBBP,cr,,Cortical Neuron,Neuric,0.0
9039|KDM6A,0.0038497380635793073,Mus musculus,KDM6A,cr,,Fibroblast,Embryo,0.0
9486|H2AZ,0.0038497380635793073,Mus musculus,H2AZ,predicted chromatin regulator,,Neural Progenitor Cell,Embryo,0.0
33041|SRSF2,0.0038497380635793073,Mus musculus,SRSF2,other,,Embryonic Fibroblast,Embryo,0.0
49163|CBX5,0.0038497380635793073,Mus musculus,CBX5,cr,,Neural Progenitor Cell,,0.0
57968|HMGA2,0.0038497380635793073,Mus musculus,HMGA2,tf,,Embryonic Fibroblast,,0.0
9081|EZH2,0.0038497380635793073,Mus musculus,EZH2,cr,E14,Embryonic Stem Cell,Embryo,0.0
53647|BATF,0.0038497380635793073,Mus musculus,BATF,predicted transcription factor,,T Lymphocyte,Spleen,0.0
32925|BRCA1,0.0038497380635793073,Mus musculus,BRCA1,predicted chromatin regulator,,B Lymphocyte,Spleen,0.0
53388|TOP2B,0.0038497380635793073,Mus musculus,TOP2B,predicted chromatin regulator,,Neuron,,0.0
9164|KDM4D,0.0038497380635793073,Mus musculus,KDM4D,cr,,Dendritic Cell,,0.0
9043|KDM6A,0.0038497380635793073,Mus musculus,KDM6A,cr,,Fibroblast,Embryo,0.0
9640|BCL6,0.0038497380635793073,Mus musculus,BCL6,predicted transcription factor,,Macrophage,Bone Marrow,0.0
32787|BMI1,0.0038497380635793073,Mus musculus,BMI1,cr,,Neural Progenitor Cell,,0.0
53646|IRF4,0.0038497380635793073,Mus musculus,IRF4,predicted transcription factor,,T Lymphocyte,Spleen,0.0
58968|nan,0.0038507242779228165,,,,,,,
44419|nan,0.0038507242779228165,,,,,,,
35246|MECP2,0.0038507242779228165,Mus musculus,MECP2,cr,,Embryonic Stem Cell,Embryo,0.0
50744|HAND1,0.0038507242779228165,Mus musculus,HAND1,not sure,,Mesodermal Cell,,0.0
5782|H2AFX,0.003853684279628169,Mus musculus,H2AFX,predicted chromatin regulator,,Epithelium,Kidney,1.0
57223|MEN1,0.0038546713999037864,Mus musculus,MEN1,tf,,Embryonic Stem Cell,,1.0
40211|RPA,0.0038566463202838234,Mus musculus,RPA,other,,,Spleen,1.0
44674|ESRRB,0.0038586221474002243,Mus musculus,ESRRB,tf,ZhBTc4,Embryonic Stem Cell,Embryo,1.0
59039|DDX5,0.0038605988816106268,Mus musculus,DDX5,predicted chromatin regulator,,Th17,,1.0
46|NPAS4,0.0038605988816106268,Mus musculus,NPAS4,tf,,Cortical Neuron,Neuric,0.0
43238|CEBPA,0.003861587588987867,Mus musculus,CEBPA,tf,,B Lymphocyte,,1.0
40212|RPA,0.003864555072744516,Mus musculus,RPA,other,,,Spleen,1.0
39604|STAT3,0.003865544688020854,Mus musculus,STAT3,tf,,Dendritic Cell,Bone Marrow,1.0
53158|DNMT3A,0.003865544688020854,Mus musculus,DNMT3A,cr,J1,Embryonic Stem Cell,Embryo,1.0
51651|GATA1,0.0038665345303838354,Mus musculus,GATA1,tf,G1ME,Megakaryocyte,Bone Marrow,0.0
42077|MYOD1,0.00386950542044032,Mus musculus,MYOD1,tf,,Preadipocyte,Adipose,1.0
49722|SPI1,0.0038714871500653766,Mus musculus,SPI1,predicted transcription factor,416B,Myeloid Progenitor Cell,Blood,0.0
52315|MECP2,0.0038714871500653766,Mus musculus,MECP2,cr,,,Cerebellum,1.0
55451|H2AZ,0.003873469789111745,Mus musculus,H2AZ,predicted chromatin regulator,E14,Embryonic Stem Cell,Embryo,1.0
48772|Input,0.003873469789111745,Mus musculus,Input,other,MEFs,Embryonic Fibroblast,,1.0
35240|MBD1,0.0038744614497799403,Mus musculus,MBD1,cr,,Embryonic Stem Cell,Embryo,0.0
58860|TET3,0.0038754533379378973,Mus musculus,TET3,cr,J1,Embryonic Stem Cell,Embryo,1.0
35603|5HMC,0.0038754533379378973,Mus musculus,5HMC,other,E14,Embryonic Stem Cell,Embryo,0.0
43431|USP16,0.003877437796902402,Mus musculus,USP16,other,V6.5,Embryonic Stem Cell,Embryo,1.0
34640|CLOCK,0.003881409446681315,Mus musculus,CLOCK,tf,,,Liver,0.0
56493|EP400,0.003881409446681315,Mus musculus,EP400,cr,,Embryonic Stem Cell,Embryo,1.0
38899|MYC,0.003883396638213429,Mus musculus,MYC,tf,,B Lymphocyte,Spleen,0.0
8869|H2AZ,0.0038853847413192876,Mus musculus,H2AZ,predicted chromatin regulator,E14,Embryonic Stem Cell,Embryo,1.0
48100|CREBBP,0.003887373756358023,Mus musculus,CREBBP,cr,,Fibroblast,Embryo,0.0
42002|SMAD1,0.003887373756358023,Mus musculus,SMAD1,predicted transcription factor,,,,1.0
32938|5HMC,0.003888368605964473,Mus musculus,5HMC,other,E14,Embryonic Stem Cell,Embryo,0.0
54465|JUN,0.0038893636836888714,Mus musculus,JUN,tf,,Myoblast,Muscle,1.0
59139|OLIG2,0.003890358989576131,Mus musculus,OLIG2,tf,CD-1,Neural Stem Cell,Brain,1.0
25|CREBBP,0.0038923502860189604,Mus musculus,CREBBP,cr,,Cortical Neuron,Neuric,0.0
56151|EZH2,0.0038923502860189604,Mus musculus,EZH2,cr,,Fibroblast,,0.0
5183|RELA,0.003893346276664414,Mus musculus,RELA,tf,,Macrophage,Bone Marrow,1.0
8670|EZH2,0.00389533894302812,Mus musculus,EZH2,cr,,Epithelium,Heart,1.0
56092|BAZ1A,0.003897332523122004,Mus musculus,BAZ1A,cr,,,Nucleus Accumben,1.0
5417|PPARA,0.0039043172542711003,Mus musculus,PPARA,tf,,Hepatocyte,Liver,1.0
58215|POU5F1,0.0039043172542711003,Mus musculus,POU5F1,tf,,Intermediate,,0.0
36759|NR3C1,0.003905315987996631,Mus musculus,NR3C1,tf,7438,Epithelium,Mammary Gland,1.0
9098|STAT5A,0.003907314142140399,Mus musculus,STAT5A,tf,,T Lymphocyte,Spleen,0.0
44846|BCL11A,0.003909313212174732,Mus musculus,BCL11A,predicted transcription factor,MEL,Erythroid Progenitor Cell,Blood,1.0
32914|RPA,0.003909313212174732,Mus musculus,RPA,other,,B Lymphocyte,Spleen,1.0
34019|RNF2,0.003910313090763493,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
5783|H2AFX,0.003912313535309558,Mus musculus,H2AFX,predicted chromatin regulator,,Epithelium,Kidney,1.0
51393|NR3C1,0.003913314101357015,Mus musculus,NR3C1,tf,3134,Epithelium,Mammary Gland,0.0
44405|POLR3D,0.003915315921226207,Mus musculus,POLR3D,tf,,Epithelium,Liver,1.0
41646|CHRM2,0.003915315921226207,Mus musculus,CHRM2,predicted chromatin regulator,,Epithelium,Heart,0.0
56087|SMARCA5,0.0039193223133246234,Mus musculus,SMARCA5,cr,,,Nucleus Accumben,1.0
53551|POU5F1,0.003921326886275755,Mus musculus,POU5F1,tf,E14,Embryonic Stem Cell,Embryo,1.0
8645|DMC1,0.003921326886275755,Mus musculus,DMC1,not sure,,,Testis,1.0
55534|RAG1,0.003921326886275755,Mus musculus,RAG1,cr,R1,Embryonic Stem Cell,Embryo,1.0
56094|BAZ1A,0.003923332377642962,Mus musculus,BAZ1A,cr,,,Nucleus Accumben,1.0
44847|BIRA,0.003923332377642962,Mus musculus,BIRA,not sure,MEL,Erythroid Progenitor Cell,Blood,1.0
41861|SMC3,0.0039253387877874685,Mus musculus,SMC3,predicted chromatin regulator,,Fibroblast,Embryo,0.0
36969|MBD3,0.003927346117070615,Mus musculus,MBD3,cr,,iPSC,,1.0
42003|SMAD1,0.003929354365853857,Mus musculus,SMAD1,predicted transcription factor,,,,1.0
36408|Input,0.003929354365853857,Mus musculus,Input,other,,,Liver,1.0
38901|MYC,0.003930358835170997,Mus musculus,MYC,tf,,B Lymphocyte,Spleen,0.0
5670|MBD3,0.003933373623366989,Mus musculus,MBD3,cr,,Embryonic Stem Cell,Embryo,1.0
53760|MYO1C,0.003933373623366989,Mus musculus,MYO1C,predicted chromatin regulator,,Embryonic Fibroblast,,1.0
36980|MBD3,0.003933373623366989,Mus musculus,MBD3,cr,,Embryonic Fibroblast,,1.0
9217|ESR1,0.003936390482879512,Mus musculus,ESR1,tf,,,Uterus,0.0
40062|MYC,0.003937396563220696,Mus musculus,MYC,tf,,Resting T Cell,Spleen,0.0
56089|SMARCA5,0.003938402873889124,Mus musculus,SMARCA5,cr,,,Nucleus Accumben,1.0
41548|CLOCK,0.003939409414930072,Mus musculus,CLOCK,tf,,Epithelium,Liver,1.0
32935|5HMC,0.003940416186388804,Mus musculus,5HMC,other,E14,Embryonic Stem Cell,Embryo,0.0
36809|PHF19,0.003943437883724472,Mus musculus,PHF19,cr,E14,Embryonic Stem Cell,Embryo,1.0
51911|STAT2,0.003944445577307157,Mus musculus,STAT2,predicted transcription factor,,Macrophage,Bone Marrow,1.0
32912|RPA,0.003944445577307157,Mus musculus,RPA,other,,B Lymphocyte,Spleen,1.0
33643|RPA,0.003945453501534065,Mus musculus,RPA,other,,B Lymphocyte,,1.0
36744|NR3C1,0.003945453501534065,Mus musculus,NR3C1,tf,7438,Epithelium,Mammary Gland,1.0
54446|EBF1,0.003947470042101818,Mus musculus,EBF1,tf,,B Lymphocyte,,1.0
44202|BIRA,0.003950496583918126,Mus musculus,BIRA,not sure,,T Lymphocyte,,1.0
5806|E2F3,0.003951505892962158,Mus musculus,E2F3,tf,,Fibroblast,Embryo,1.0
50928|RB1,0.003951505892962158,Mus musculus,RB1,tf,,Embryonic Fibroblast,,1.0
36669|NR2F2,0.003952515432967731,Mus musculus,NR2F2,tf,,,Atria,1.0
33648|RPA,0.003955545439207335,Mus musculus,RPA,other,,Thymocyte,,1.0
41971|RUNX3,0.003956555903512737,Mus musculus,RUNX3,tf,,T Lymphocyte,,1.0
3281|GATA3,0.003958577525734153,Mus musculus,GATA3,tf,,T Lymphocyte,Blood,0.0
9241|MYF5,0.003961611693773801,Mus musculus,MYF5,tf,,Myoblast,Skeletal Muscle,1.0
42624|EZH2,0.003962623545890678,Mus musculus,EZH2,cr,,Th2,Blood,1.0
50662|SPI1,0.0039646479445524735,Mus musculus,SPI1,predicted transcription factor,,Microglial Cell,,0.0
48369|EZH2,0.0039646479445524735,Mus musculus,EZH2,cr,,Embryonic Stem Cell,Embryo,1.0
33941|MBD3,0.003965660491188271,Mus musculus,MBD3,cr,,Embryonic Stem Cell,Embryo,0.0
33663|RPA,0.003965660491188271,Mus musculus,RPA,other,,B Lymphocyte,,1.0
5948|RXRA,0.003966673269421266,Mus musculus,RXRA,tf,F9,,Embryo,1.0
5784|H2AFX,0.003966673269421266,Mus musculus,H2AFX,predicted chromatin regulator,,Epithelium,Kidney,1.0
51899|SMARCA4,0.003966673269421266,Mus musculus,SMARCA4,cr,,Embryonic Stem Cell,,1.0
33641|RAD51,0.003969712994158009,Mus musculus,RAD51,predicted chromatin regulator,,B Lymphocyte,,1.0
2904|SUZ12,0.003971740636135363,Mus musculus,SUZ12,cr,V6.5,Embryonic Stem Cell,Embryo,0.0
54694|KDM1A,0.003972754804906347,Mus musculus,KDM1A,cr,,Cortical Neuron,Neuric,1.0
40138|MAF,0.0039788446893513655,Mus musculus,MAF,tf,,Th0,,1.0
39060|nan,0.003979860482486929,,,,,,,
57912|NR3C1,0.003980876507856701,Mus musculus,NR3C1,tf,,Macrophage,Bone Marrow,1.0
3259|FOXA2,0.0039879951918304025,Mus musculus,FOXA2,tf,,Hepatocyte,Liver,0.0
451|SMAD2,0.003991049544461278,Mus musculus,SMAD2,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,1.0
33638|RPA,0.003994105991713328,Mus musculus,RPA,other,,Thymocyte,,1.0
41579|AR,0.0039951252731483455,Mus musculus,AR,tf,,Epithelium,Prostate,0.0
8852|EGR2,0.0039951252731483455,Mus musculus,EGR2,tf,,Natural Killer Cell,Blood,1.0
43829|PARP1,0.003996144787501605,Mus musculus,PARP1,not sure,,,Nucleus Accumben,1.0
41786|RNF2,0.00399716453481877,Mus musculus,RNF2,predicted transcription factor,,,Midbrain,1.0
51766|TRIM28,0.003998184515145503,Mus musculus,TRIM28,cr,C2C12,Myoblast,Muscle,1.0
502|GATA1,0.003998184515145503,Mus musculus,GATA1,tf,G1E,Erythroid Cell,Blood,1.0
42623|EZH2,0.00400124585463985,Mus musculus,EZH2,cr,,T Lymphocyte,Blood,1.0
3083|DMC1,0.004006352751585863,Mus musculus,DMC1,not sure,,,Testis,1.0
38619|H2AZ,0.004011465484053873,Mus musculus,H2AZ,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,0.0
5957|RARG,0.004012488731313267,Mus musculus,RARG,tf,F9,,Embryo,1.0
37881|EGR2,0.004012488731313267,Mus musculus,EGR2,tf,,Dendritic Cell,Bone Marrow,0.0
50597|IRF8,0.004013512212268047,Mus musculus,IRF8,tf,,,Bone Marrow,0.0
54461|MYOG,0.004013512212268047,Mus musculus,MYOG,tf,,Myotube cell,Muscle,1.0
5097|BRD2,0.004014535926963982,Mus musculus,BRD2,predicted chromatin regulator,,Macrophage,Bone Marrow,1.0
38373|STAT1,0.004015559875446847,Mus musculus,STAT1,tf,,Macrophage,Bone Marrow,1.0
33669|RPA,0.004015559875446847,Mus musculus,RPA,other,,B Lymphocyte,,1.0
57791|FOXD3,0.004015559875446847,Mus musculus,FOXD3,tf,,,Ectoderm,1.0
56273|AEBP2,0.0040176084739565795,Mus musculus,AEBP2,tf,,,Thymus,0.0
36763|NR3C1,0.00401965800816364,Mus musculus,NR3C1,tf,7438,Epithelium,Mammary Gland,1.0
58145|SIX4,0.00401965800816364,Mus musculus,SIX4,tf,C2C12,Myoblast,Muscle,0.0
56594|ACTB,0.004029919727491077,Mus musculus,ACTB,other,,Embryonic Fibroblast,,1.0
53380|TOP2B,0.004030947188276813,Mus musculus,TOP2B,predicted chromatin regulator,,Neuron,,1.0
52256|ETV2,0.004037116879527028,Mus musculus,ETV2,tf,,Embryonic Stem Cell,Embryo,1.0
3249|FLI1,0.004038145982919948,Mus musculus,FLI1,tf,,Th2,Blood,0.0
39877|RPA,0.00404123470233387,Mus musculus,RPA,other,,B Lymphocyte,Spleen,1.0
35676|KMT2C,0.004044325536565719,Mus musculus,KMT2C,cr,,Epithelium,Liver,0.0
43714|BATF,0.00404638726823218,Mus musculus,BATF,predicted transcription factor,,T Lymphocyte,,1.0
8337|SOX11,0.00404638726823218,Mus musculus,SOX11,tf,,Neural Progenitor Cell,Embryo,0.0
33613|RPA,0.0040515457143732855,Mus musculus,RPA,other,,B Lymphocyte,,1.0
52996|MYC,0.004052578109736807,Mus musculus,MYC,tf,,Embryonic Fibroblast,,1.0
44164|ELK4,0.0040536107405861705,Mus musculus,ELK4,tf,NIH-3T3,Fibroblast,Embryo,1.0
54378|BCL3,0.004054643606967432,Mus musculus,BCL3,tf,CGR8,Embryonic Stem Cell,Embryo,1.0
57269|nan,0.004055676708926647,,,,,,,
58988|SETDB1,0.004056710046509878,Mus musculus,SETDB1,cr,3T3-L1,Preadipocyte,Adipose,1.0
35245|MBD1,0.004061880270399003,Mus musculus,MBD1,cr,,Embryonic Stem Cell,Embryo,0.0
9092|STAT5A,0.004061880270399003,Mus musculus,STAT5A,tf,,T Lymphocyte,Spleen,0.0
33615|H2AFX,0.004064985235170271,Mus musculus,H2AFX,predicted chromatin regulator,,B Lymphocyte,,1.0
36742|NR3C1,0.004066020695443672,Mus musculus,NR3C1,tf,7438,Epithelium,Mammary Gland,1.0
55446|H2AZ,0.004069128492958651,Mus musculus,H2AZ,predicted chromatin regulator,E14,Embryonic Stem Cell,Embryo,1.0
43830|PARP1,0.004069128492958651,Mus musculus,PARP1,not sure,,,Nucleus Accumben,1.0
5367|LUZP1,0.004079503179538423,Mus musculus,LUZP1,not sure,E14,Embryonic Stem Cell,Embryo,1.0
8333|SOX2,0.0040815809556005965,Mus musculus,SOX2,tf,,Neural Progenitor Cell,Embryo,1.0
5463|KDM5B,0.004082620198775394,Mus musculus,KDM5B,cr,E14,Embryonic Stem Cell,Embryo,1.0
54246|OTX2,0.00409094267372852,Mus musculus,OTX2,tf,,,Basal ganglia and septum,1.0
1109|RARA,0.004091984049986167,Mus musculus,RARA,tf,HBG3,Embryonic Stem Cell,Embryo,1.0
33091|JUN,0.004095109602388333,Mus musculus,JUN,tf,C2C12,Myoblast,Muscle,1.0
14|KLF1,0.004095109602388333,Mus musculus,KLF1,predicted transcription factor,,Erythroid Cell,Liver,0.0
56093|BAZ1A,0.004095109602388333,Mus musculus,BAZ1A,cr,,,Nucleus Accumben,1.0
39693|SUZ12,0.004096151927886539,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0
3228|ELL2,0.004099280329122329,Mus musculus,ELL2,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0
4581|STAT3,0.004106588248945787,Mus musculus,STAT3,tf,,T Lymphocyte,Blood,1.0
530|TAL1,0.004108678366349752,Mus musculus,TAL1,tf,G1E-ER4,Erythroid Cell,Blood,0.0
3081|DMC1,0.004110769435683966,Mus musculus,DMC1,not sure,,,Testis,1.0
41200|EZH2,0.004112861457319885,Mus musculus,EZH2,cr,,B Lymphocyte,Spleen,1.0
48527|MYC,0.0041160012761523,Mus musculus,MYC,tf,,T Lymphocyte,,0.0
59481|ZFP57,0.004117048358983236,Mus musculus,ZFP57,tf,,Embryonic Stem Cell,,1.0
33655|RPA,0.004118095680168348,Mus musculus,RPA,other,,Thymocyte,,1.0
3227|EBF1,0.004118095680168348,Mus musculus,EBF1,tf,,Lymphocyte,Spleen,0.0
44163|ELK4,0.004120191037787091,Mus musculus,ELK4,tf,NIH-3T3,Fibroblast,Embryo,1.0
41941|KDM6A,0.0041222873493804955,Mus musculus,KDM6A,cr,,Embryonic Stem Cell,Embryo,1.0
41980|EZH2,0.004123335863033962,Mus musculus,EZH2,cr,,Embryonic Stem Cell,Embryo,1.0
101|CEBPA,0.004125433606287035,Mus musculus,CEBPA,tf,3T3-L1,Preadipocyte,Adipose,1.0
51891|MED1,0.004125433606287035,Mus musculus,MED1,predicted transcription factor,,,Adipose,1.0
36967|MBD3,0.004125433606287035,Mus musculus,MBD3,cr,,iPSC,,1.0
48671|EZH2,0.004126482835979693,Mus musculus,EZH2,cr,,Fibroblast,,1.0
35682|KMT2C,0.0041348852732529485,Mus musculus,KMT2C,cr,,Embryonic Fibroblast,Embryo,1.0
42001|SMAD1,0.004161241646254127,Mus musculus,SMAD1,predicted transcription factor,,,,1.0
37810|ARNTL,0.004163356634861354,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,1.0
44214|NCOA1,0.0041644144897508666,Mus musculus,NCOA1,cr,,Epithelium,Hindbrain,1.0
56889|Input,0.004165472585093373,Mus musculus,Input,other,P19,Embryonic Stem Cell,Embryo,0.0
3278|GATA3,0.00416864831430691,Mus musculus,GATA3,tf,,T Lymphocyte,Blood,1.0
41753|ASH1L,0.004170766670239131,Mus musculus,ASH1L,cr,,Embryonic Stem Cell,Embryo,1.0
5780|H2AFX,0.004171826209282693,Mus musculus,H2AFX,predicted chromatin regulator,,Epithelium,Kidney,1.0
55759|IRF8,0.004178188501580064,Mus musculus,IRF8,tf,,B Lymphocyte,,1.0
33044|SRSF1,0.004188811612039051,Mus musculus,SRSF1,other,,Embryonic Fibroblast,Embryo,0.0
2888|SETDB1,0.004190939131003533,Mus musculus,SETDB1,cr,V6.5,Embryonic Stem Cell,Embryo,1.0
47819|GLI3,0.004192003252900056,Mus musculus,GLI3,tf,,Epithelium,Limb Bud,0.0
57731|POU5F1,0.004195197068810505,Mus musculus,POU5F1,tf,,Embryonic Stem Cell,Embryo,1.0
57999|HDAC1,0.00420692635641628,Mus musculus,HDAC1,cr,,,Ectoderm,1.0
33624|RPA,0.004214405711406105,Mus musculus,RPA,other,,B Lymphocyte,,0.0
35257|MBD2,0.004219755386696252,Mus musculus,MBD2,cr,,Embryonic Stem Cell,Embryo,0.0
41835|CEBPA,0.004225111134389455,Mus musculus,CEBPA,tf,,Haematopoietic Progenitor Cell,,1.0
5531|RXRA,0.004225111134389455,Mus musculus,RXRA,tf,F9,,Embryo,1.0
58969|SETDB1,0.004225111134389455,Mus musculus,SETDB1,cr,3T3-L1,Preadipocyte,Adipose,1.0
50723|SPI1,0.004230472960383828,Mus musculus,SPI1,predicted transcription factor,NIH-3T3,Fibroblast,Embryo,0.0
54424|CEBPA,0.0042315460554981955,Mus musculus,CEBPA,tf,,B Lymphocyte,,1.0
44065|CEBPB,0.004235840870581957,Mus musculus,CEBPB,tf,MC3T3,,,0.0
35690|KMT2C,0.004235840870581957,Mus musculus,KMT2C,cr,,Epithelium,Liver,0.0
57197|MEN1,0.004237989739561272,Mus musculus,MEN1,tf,,T Lymphocyte,,1.0
44671|FOXP3,0.004245518459989989,Mus musculus,FOXP3,tf,,EL-4 cells,,1.0
53415|PPARA,0.004246594967221869,Mus musculus,PPARA,tf,,Erythroid Cell,Liver,0.0
38465|CBFB,0.004247671718531264,Mus musculus,CBFB,predicted transcription factor,,T Lymphocyte,Blood,0.0
8884|H2AZ,0.004249825953571975,Mus musculus,H2AZ,predicted chromatin regulator,E14,Embryonic Stem Cell,Embryo,1.0
44372|WDR5,0.004249825953571975,Mus musculus,WDR5,cr,C2C12,Myoblast,Muscle,0.0
5668|MBD3,0.004250903437398012,Mus musculus,MBD3,cr,,Embryonic Stem Cell,Embryo,0.0
52983|ARID1A,0.004257373471618525,Mus musculus,ARID1A,predicted transcription factor,,Adipocyte,,1.0
57204|BMI1,0.004257373471618525,Mus musculus,BMI1,cr,,Th2,Spleen,1.0
54370|NR3C1,0.004270339961850059,Mus musculus,NR3C1,tf,,Embryonic Fibroblast,,1.0
37920|EGR2,0.004274669965075384,Mus musculus,EGR2,tf,,Dendritic Cell,Bone Marrow,0.0
55453|SMARCA4,0.004279003893274943,Mus musculus,SMARCA4,cr,E14,Embryonic Stem Cell,Embryo,1.0
53160|DNMT3A,0.004282256917019326,Mus musculus,DNMT3A,cr,J1,Embryonic Stem Cell,Embryo,1.0
9159|NKX3-1,0.004282256917019326,Mus musculus,NKX3-1,tf,,Epithelium,Prostate,0.0
58003|SMARCA4,0.0042844268276551216,Mus musculus,SMARCA4,cr,,,Ectoderm,1.0
38095|RNF2,0.004289855905509123,Mus musculus,RNF2,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,0.0
51926|STAT1,0.004292029258156376,Mus musculus,STAT1,tf,,Macrophage,Bone Marrow,1.0
35363|CTCF,0.004293116303564594,Mus musculus,CTCF,tf,TSC,Trophoblast Stem Cell,Embryo,0.0
38468|HSF1,0.004293116303564594,Mus musculus,HSF1,tf,,Striatal Cell,,1.0
2992|ARNTL,0.004294203595092727,Mus musculus,ARNTL,predicted transcription factor,,Hepatocyte,Liver,1.0
9053|KDM6A,0.0042963789166993805,Mus musculus,KDM6A,cr,V6.5,Embryonic Stem Cell,Embryo,1.0
38093|KDM2B,0.0043072703081375174,Mus musculus,KDM2B,cr,E14,Embryonic Stem Cell,Embryo,0.0
42628|AR,0.004308360803563776,Mus musculus,AR,tf,,,Caput Epididymis,1.0
43424|ASCL2,0.004319279339033732,Mus musculus,ASCL2,tf,,T Lymphocyte,Blood,1.0
37645|NR3C1,0.004320372551752769,Mus musculus,NR3C1,tf,,Macrophage,Bone Marrow,1.0
41754|ASH1L,0.004330222601069918,Mus musculus,ASH1L,cr,,Embryonic Stem Cell,Embryo,0.0
57704|Input,0.004340092717670031,Mus musculus,Input,other,J1,Embryonic Stem Cell,Embryo,1.0
37631|NR3C1,0.004340092717670031,Mus musculus,NR3C1,tf,,Epithelium,Liver,0.0
36977|MBD3,0.0043411906375306515,Mus musculus,MBD3,cr,,Embryonic Fibroblast,,1.0
54305|H3F3B,0.004344485886645294,Mus musculus,H3F3B,other,R1,Embryonic Stem Cell,Embryo,0.0
4580|STAT3,0.0043466839611455,Mus musculus,STAT3,tf,,T Lymphocyte,Blood,0.0
8631|GATA1,0.0043466839611455,Mus musculus,GATA1,tf,,Erythroid Progenitor Cell,Blood,0.0
53157|DNMT3A,0.004347783371066709,Mus musculus,DNMT3A,cr,J1,Embryonic Stem Cell,Embryo,1.0
2999|ARNTL,0.004349982936491361,Mus musculus,ARNTL,predicted transcription factor,,Hepatocyte,Liver,0.0
42078|MYOD1,0.004352183496345776,Mus musculus,MYOD1,tf,,Preadipocyte,Adipose,1.0
35241|MBD1,0.004354385051014197,Mus musculus,MBD1,cr,,Embryonic Stem Cell,Embryo,0.0
44665|T,0.004355486201523768,Mus musculus,T,tf,,Th17,,1.0
33636|RPA,0.004359893292519127,Mus musculus,RPA,other,,Thymocyte,,1.0
9300|TRIM28,0.004360995687747612,Mus musculus,TRIM28,cr,,B Lymphocyte,Spleen,1.0
5185|BCL6,0.004362098332064113,Mus musculus,BCL6,predicted transcription factor,,Macrophage,Bone Marrow,1.0
35557|SFMBT1,0.004362098332064113,Mus musculus,SFMBT1,other,,Spermatid,,1.0
57193|MEN1,0.004373138485655797,Mus musculus,MEN1,tf,,B Lymphocyte,,1.0
