,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
34624|Input,0.003950496580987353,Mus musculus,Input,other,,,Liver,1.0
51902|ATRX,0.003954535203111871,Mus musculus,ATRX,cr,R1,Embryonic Stem Cell,Embryo,1.0
53645|NLRP3,0.003957566596071738,Mus musculus,NLRP3,other,,T Lymphocyte,Spleen,0.0
50583|IRF7,0.003957566596071738,Mus musculus,IRF7,tf,,Myeloid Cell,Bone Marrow,0.0
33810|IRF8,0.003959588680804998,Mus musculus,IRF8,tf,,T Lymphocyte,Blood,1.0
5670|MBD3,0.003959588680804998,Mus musculus,MBD3,cr,,Embryonic Stem Cell,Embryo,1.0
47766|RNF2,0.003959588680804998,Mus musculus,RNF2,predicted transcription factor,MS12,Embryonic Stem Cell,Embryo,1.0
47109|POLR3A,0.003962623542952992,Mus musculus,POLR3A,tf,,,Skin,1.0
53648|Input,0.003963635626530153,Mus musculus,Input,other,,T Lymphocyte,Spleen,0.0
8753|STAT3,0.003965660488248852,Mus musculus,STAT3,tf,,Macrophage,Peritoneum,1.0
5671|MBD3,0.003966673266481268,Mus musculus,MBD3,cr,,Embryonic Stem Cell,Embryo,0.0
48100|CREBBP,0.003966673266481268,Mus musculus,CREBBP,cr,,Fibroblast,Embryo,0.0
48389|H3S28ph,0.003966673266481268,Mus musculus,H3S28ph,other,Swiss-3T3,Fibroblast,,1.0
33621|RPA,0.003970726696292112,Mus musculus,RPA,other,,B Lymphocyte,,1.0
41542|CLOCK,0.003971740633192482,Mus musculus,CLOCK,tf,,Epithelium,Liver,1.0
44419|nan,0.0039727548019628895,,,,,,,
8348|MEIS1,0.003974783835295807,Mus musculus,MEIS1,tf,,Myeloid Cell,Bone Marrow,0.0
333|SIN3B,0.003981892762557572,Mus musculus,SIN3B,tf,C2C12,Myoblast,Muscle,0.0
32783|BMI1,0.003982909252531858,Mus musculus,BMI1,cr,,Astrocyte,,0.0
41785|RNF2,0.003994105988757721,Mus musculus,RNF2,predicted transcription factor,,Epithelium,Forebrain,1.0
53415|PPARA,0.004000225172051273,Mus musculus,PPARA,tf,,Erythroid Cell,Liver,0.0
8644|DMC1,0.004005330902575837,Mus musculus,DMC1,not sure,,,Testis,1.0
38216|ARNTL,0.004009419687473831,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,1.0
32796|SMC1A,0.004010442467479194,Mus musculus,SMC1A,predicted chromatin regulator,,Embryonic Cortex,Embryo,1.0
53746|CTCF,0.0040124887283472166,Mus musculus,CTCF,tf,,Neural Stem Cell,,1.0
8615|POLR2B,0.004015559872479059,Mus musculus,POLR2B,tf,,Epithelium,Liver,1.0
34266|ESR1,0.0040186331211055,Mus musculus,ESR1,tf,,Epithelium,Mammary Gland,1.0
6012|NFYA,0.0040186331211055,Mus musculus,NFYA,tf,,Embryonic Stem Cell,Embryo,1.0
52817|nan,0.0040186331211055,,,,,,,
41548|CLOCK,0.0040217084754632796,Mus musculus,CLOCK,tf,,Epithelium,Liver,1.0
37567|FOXO1,0.004024785936789667,Mus musculus,FOXO1,tf,,T Lymphocyte,,1.0
33646|RPA,0.004033002810477781,Mus musculus,RPA,other,,B Lymphocyte,,1.0
36207|MBD2,0.0040350593741042395,Mus musculus,MBD2,cr,,Embryonic Stem Cell,Embryo,0.0
3029|CEBPB,0.004043295020448528,Mus musculus,CEBPB,tf,,Hepatocyte,Liver,1.0
42628|AR,0.004054643603977492,Mus musculus,AR,tf,,,Caput Epididymis,1.0
36209|MBD2,0.004059811470471546,Mus musculus,MBD2,cr,,Embryonic Stem Cell,Embryo,0.0
54399|AR,0.004059811470471546,Mus musculus,AR,tf,,,Caput Epididymis,1.0
51393|NR3C1,0.004060845751011035,Mus musculus,NR3C1,tf,3134,Epithelium,Mammary Gland,0.0
35252|MBD1,0.00406498523217448,Mus musculus,MBD1,cr,,Embryonic Stem Cell,Embryo,0.0
55305|PRDM1,0.004068092321294164,Mus musculus,PRDM1,tf,,,Small Intestine,1.0
37887|HIF1A,0.004072238413485108,Mus musculus,HIF1A,predicted chromatin regulator,,Dendritic Cell,Bone Marrow,1.0
38468|HSF1,0.004073275527322377,Mus musculus,HSF1,tf,,Striatal Cell,,1.0
44175|SPNS1,0.004075350464267609,Mus musculus,SPNS1,tf,NIH-3T3,Fibroblast,Embryo,1.0
6035|MAPK8,0.004081580952595424,Mus musculus,MAPK8,not sure,,Neuron,Brain,1.0
37823|PER1,0.004094067511257532,Mus musculus,PER1,predicted transcription factor,,Epithelium,Liver,0.0
4636|WDR5,0.004094067511257532,Mus musculus,WDR5,cr,,Embryonic Stem Cell,Embryo,1.0
38373|STAT1,0.004094067511257532,Mus musculus,STAT1,tf,,Macrophage,Bone Marrow,1.0
171|PPARG,0.004094067511257532,Mus musculus,PPARG,tf,3T3-L1,Preadipocyte,Adipose,0.0
8926|RUNX1,0.004097194487796721,Mus musculus,RUNX1,tf,,Embryonic Stem Cell,Embryo,1.0
41733|PRDM1,0.004100323601586738,Mus musculus,PRDM1,tf,,T Lymphocyte,,0.0
53476|STAT3,0.004100323601586738,Mus musculus,STAT3,tf,,T Lymphocyte,Spleen,1.0
56606|SATB2,0.004116001273127713,Mus musculus,SATB2,tf,,Cortex,Brain,1.0
49343|MED1,0.004121239071286171,Mus musculus,MED1,predicted transcription factor,,iPSC,,0.0
42595|BCL6,0.004124384612291319,Mus musculus,BCL6,predicted transcription factor,,Th9,Spleen,0.0
56273|AEBP2,0.0041254336032571295,Mus musculus,AEBP2,tf,,,Thymus,0.0
57187|CTNNB1,0.0041254336032571295,Mus musculus,CTNNB1,tf,,Haematopoietic Progenitor Cell,,0.0
35261|MECP2,0.004133834129039458,Mus musculus,MECP2,cr,,Embryonic Stem Cell,Embryo,0.0
54432|CEBPB,0.004138040128811288,Mus musculus,CEBPB,tf,,B Lymphocyte,,1.0
6021|MAPK8,0.004140144564222106,Mus musculus,MAPK8,not sure,,Neural Progenitor Cell,Embryo,1.0
38090|EZH2,0.004140144564222106,Mus musculus,EZH2,cr,E14,Embryonic Stem Cell,Embryo,0.0
36208|MECP2,0.004145409842688948,Mus musculus,MECP2,cr,,Embryonic Stem Cell,Embryo,0.0
33659|RPA,0.004149626378194204,Mus musculus,RPA,other,,B Lymphocyte,,1.0
47819|GLI3,0.004149626378194204,Mus musculus,GLI3,tf,,Epithelium,Limb Bud,0.0
33642|RPA,0.004171826206226713,Mus musculus,RPA,other,,B Lymphocyte,,1.0
48658|ATRX,0.004178188498520524,Mus musculus,ATRX,cr,,Embryonic Stem Cell,Embryo,1.0
9217|ESR1,0.004187748211812243,Mus musculus,ESR1,tf,,,Uterus,0.0
44671|FOXP3,0.004202657768515713,Mus musculus,FOXP3,tf,,EL-4 cells,,1.0
40274|PTF1A,0.004203724551390782,Mus musculus,PTF1A,tf,,,Pancreas,1.0
48579|HSF1,0.0042079941052557066,Mus musculus,HSF1,tf,,Spermatocyte,Testis,0.0
5098|BRD3,0.0042133365014384834,Mus musculus,BRD3,predicted chromatin regulator,,Macrophage,Bone Marrow,1.0
37788|PER1,0.0042133365014384834,Mus musculus,PER1,predicted transcription factor,,Epithelium,Liver,0.0
43115|PRDM5,0.004248748710866491,Mus musculus,PRDM5,tf,,Embryonic Fibroblast,,1.0
48785|MYC,0.004250903434297789,Mus musculus,MYC,tf,,Fibroblast,Embryo,1.0
55313|Input,0.004251981162390166,Mus musculus,Input,other,,,Small Intestine,1.0
46415|ZMIZ1,0.004260611786425955,Mus musculus,ZMIZ1,not sure,CH12,Lymphoblastoid,Blood,1.0
36749|NR3C1,0.004264932969572755,Mus musculus,NR3C1,tf,7438,Epithelium,Mammary Gland,1.0
33655|RPA,0.0042725044699187835,Mus musculus,RPA,other,,Thymocyte,,1.0
32927|BRDU,0.004277920039977063,Mus musculus,BRDU,other,,B Lymphocyte,Spleen,1.0
37779|NPAS2,0.004282256913901633,Mus musculus,NPAS2,tf,,Epithelium,Liver,1.0
57990|SMARCA4,0.004283341746373245,Mus musculus,SMARCA4,cr,,Embryonic Stem Cell,,1.0
5377|STAT1,0.004284426824536218,Mus musculus,STAT1,tf,,Macrophage,Bone Marrow,1.0
54699|KDM1A,0.004285512148438128,Mus musculus,KDM1A,cr,,Cortical Neuron,Neuric,1.0
56092|BAZ1A,0.0042898559023872,Mus musculus,BAZ1A,cr,,,Nucleus Accumben,1.0
5919|TBX20,0.004290942455697901,Mus musculus,TBX20,tf,,Cardiomyocyte,Heart,1.0
53110|SMAD2/3,0.004290942455697901,Mus musculus,SMAD2/3,tf,,Embryonic Stem Cell,Embryo,1.0
37920|EGR2,0.004295291129663483,Mus musculus,EGR2,tf,,Dendritic Cell,Bone Marrow,0.0
51651|GATA1,0.004296378913573821,Mus musculus,GATA1,tf,G1ME,Megakaryocyte,Bone Marrow,0.0
53159|DNMT3A,0.004301821528022723,Mus musculus,DNMT3A,cr,J1,Embryonic Stem Cell,Embryo,1.0
58544|SMAD1/5,0.004301821528022723,Mus musculus,SMAD1/5,tf,E14,Embryonic Stem Cell,Embryo,1.0
44440|MEN1,0.004305090054326812,Mus musculus,MEN1,tf,,T Lymphocyte,Blood,1.0
50677|SPI1,0.004306180056320235,Mus musculus,SPI1,predicted transcription factor,,Macrophage,,1.0
57988|SMARCA4,0.004306180056320235,Mus musculus,SMARCA4,cr,,Embryonic Stem Cell,,1.0
58499|RNF2,0.004308360800431559,Mus musculus,RNF2,predicted transcription factor,,,Forelimb Bud,1.0
5948|RXRA,0.0043127252504891285,Mus musculus,RXRA,tf,F9,,Embryo,1.0
36809|PHF19,0.0043160011811425114,Mus musculus,PHF19,cr,E14,Embryonic Stem Cell,Embryo,1.0
56888|Input,0.00431818637044262,Mus musculus,Input,other,P19,Embryonic Stem Cell,Embryo,0.0
33442|TAL1,0.0043192793358954465,Mus musculus,TAL1,tf,,,Bone Marrow,1.0
55759|IRF8,0.0043247478731002565,Mus musculus,IRF8,tf,,B Lymphocyte,,1.0
38466|CBFB,0.004348883026344623,Mus musculus,CBFB,predicted transcription factor,,T Lymphocyte,Blood,1.0
50165|CHRM2,0.0043532841461470795,Mus musculus,CHRM2,predicted chromatin regulator,,,Limb Bud,0.0
41787|RNF2,0.004354385047856443,Mus musculus,RNF2,predicted transcription factor,,Epithelium,Forelimb,1.0
33833|NOTCH1,0.004354385047856443,Mus musculus,NOTCH1,both predicted transcription factor and chromatin regulator,C2C12,Myoblast,Muscle,1.0
43472|KDM5B,0.004355486198365404,Mus musculus,KDM5B,cr,R1,Embryonic Stem Cell,Embryo,1.0
33648|RPA,0.004359893289358331,Mus musculus,RPA,other,,Thymocyte,,1.0
9271|CTCFL,0.004359893289358331,Mus musculus,CTCFL,predicted transcription factor,,Embryonic Stem Cell,Embryo,0.0
47523|MYC,0.004363201222354115,Mus musculus,MYC,tf,,B Lymphocyte,Spleen,0.0
52818|nan,0.004364304364990366,,,,,,,
56417|NOTCH1,0.004366511398008014,Mus musculus,NOTCH1,both predicted transcription factor and chromatin regulator,8946,T Lymphocyte,,1.0
35676|KMT2C,0.004368719428340031,Mus musculus,KMT2C,cr,,Epithelium,Liver,0.0
57264|EZH2,0.004369823817619261,Mus musculus,EZH2,cr,C2C12,Myoblast,Muscle,1.0
51237|NLRC5,0.004372033344644919,Mus musculus,NLRC5,tf,,T Lymphocyte,,1.0
44158|MKL2,0.004374243869947907,Mus musculus,MKL2,tf,NIH-3T3,Fibroblast,Embryo,1.0
57192|BMI1,0.004376455393913621,Mus musculus,BMI1,cr,,B Lymphocyte,,1.0
35251|MBD3,0.004378667916927552,Mus musculus,MBD3,cr,,Neural Progenitor Cell,Embryo,0.0
8602|BCL6,0.004378667916927552,Mus musculus,BCL6,predicted transcription factor,,Macrophage,Bone Marrow,1.0
33651|RPA,0.004380881439375328,Mus musculus,RPA,other,,B Lymphocyte,,1.0
52479|MED1,0.0043897455312211725,Mus musculus,MED1,predicted transcription factor,,Hair follicle stem cell,Skin,1.0
51776|GATA1,0.004390854668729205,Mus musculus,GATA1,tf,G1E,Erythroid Cell,Blood,1.0
52514|MEF2D,0.004406408906689786,Mus musculus,MEF2D,tf,,,Retina,1.0
54251|Input,0.004413090064892148,Mus musculus,Input,other,,,Basal ganglia and septum,1.0
52855|MLLT3,0.004418664608585001,Mus musculus,MLLT3,not sure,,Myeloid Cell,,1.0
56408|TGIF2,0.004425362364305646,Mus musculus,TGIF2,tf,J1,Embryonic Stem Cell,Embryo,1.0
4410|NFIC,0.004430950753925704,Mus musculus,NFIC,tf,,Fibroblast,Embryo,1.0
58985|SETDB1,0.004443267407275695,Mus musculus,SETDB1,cr,3T3-L1,Preadipocyte,Adipose,1.0
52796|RXRA,0.004446631797831631,Mus musculus,RXRA,tf,,Embryonic Stem Cell,Embryo,1.0
54248|Input,0.004447753766910629,Mus musculus,Input,other,,,Basal ganglia and septum,1.0
50213|GTF2B,0.004454490893174345,Mus musculus,GTF2B,tf,,,Heart,1.0
3261|FOXA2,0.004456738626636148,Mus musculus,FOXA2,tf,,Hepatocyte,Liver,0.0
39877|RPA,0.004469119278556729,Mus musculus,RPA,other,,B Lymphocyte,Spleen,1.0
33848|RBPJ,0.004470246314114311,Mus musculus,RBPJ,tf,C2C12,Myoblast,Muscle,1.0
50964|SUZ12,0.004471373603507706,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,,1.0
44665|T,0.004478142673153565,Mus musculus,T,tf,,Th17,,1.0
40382|PPARG,0.004478142673153565,Mus musculus,PPARG,tf,3T3-L1,Preadipocyte,Adipose,0.0
57992|HDAC1,0.004480401062601922,Mus musculus,HDAC1,cr,,Embryonic Stem Cell,,1.0
3279|GATA3,0.004496238289477004,Mus musculus,GATA3,tf,,T Lymphocyte,Blood,0.0
41646|CHRM2,0.00449737143057838,Mus musculus,CHRM2,predicted chromatin regulator,,Epithelium,Heart,0.0
54465|JUN,0.004501906545564535,Mus musculus,JUN,tf,,Myoblast,Muscle,1.0
33669|RPA,0.004526922750787752,Mus musculus,RPA,other,,B Lymphocyte,,1.0
51239|NLRC5,0.004528062794346517,Mus musculus,NLRC5,tf,,T Lymphocyte,,0.0
53004|Input,0.0045326255324133835,Mus musculus,Input,other,,Myoblast,Skeletal Muscle,0.0
48772|Input,0.004538334727307816,Mus musculus,Input,other,MEFs,Embryonic Fibroblast,,1.0
43114|PRDM5,0.00453947733642025,Mus musculus,PRDM5,tf,,Embryonic Fibroblast,,1.0
47110|POLR3A,0.004540620202358745,Mus musculus,POLR3A,tf,,,Skin,1.0
48981|WT1 ,0.004540620202358745,Mus musculus,WT1 ,tf,,Epithelium,Kidney,0.0
52721|TCF12,0.0045474827940950955,Mus musculus,TCF12,tf,,Thymocyte,,0.0
44160|ELK1,0.004554354643985433,Mus musculus,ELK1,tf,NIH-3T3,Fibroblast,Embryo,1.0
33620|RPA,0.0045658283297466224,Mus musculus,RPA,other,,B Lymphocyte,,1.0
38394|STAT6,0.00456812616084472,Mus musculus,STAT6,tf,,Macrophage,Bone Marrow,1.0
35550|SP1,0.004571574843060646,Mus musculus,SP1,predicted chromatin regulator,TSC,Trophoblast Stem Cell,Embryo,1.0
44152|MKL1,0.00457732781156654,Mus musculus,MKL1,tf,NIH-3T3,Fibroblast,Embryo,1.0
49763|RAD21,0.00457732781156654,Mus musculus,RAD21,not sure,,,Spleen,1.0
37749|SUZ12,0.004599248072311169,Mus musculus,SUZ12,cr,CMTi-1,Embryonic Stem Cell,Embryo,1.0
35789|RUNX1,0.004600404361234299,Mus musculus,RUNX1,tf,,Endothelial Cell,,0.0
43652|RARA,0.004614300079303429,Mus musculus,RARA,tf,,,Liver,1.0
35798|RARA,0.004614300079303429,Mus musculus,RARA,tf,,,Liver,1.0
32922|H2AFX,0.004614300079303429,Mus musculus,H2AFX,predicted chromatin regulator,,B Lymphocyte,Spleen,1.0
52982|ARID1A,0.004614300079303429,Mus musculus,ARID1A,predicted transcription factor,,Adipocyte,,1.0
33650|H2AFX,0.00462823324344701,Mus musculus,H2AFX,predicted chromatin regulator,,B Lymphocyte,,1.0
33639|RPA,0.0046293960334273035,Mus musculus,RPA,other,,B Lymphocyte,,1.0
55169|CREB1,0.004635213894660061,Mus musculus,CREB1,tf,,Macrophage,Bone Marrow,0.0
41754|ASH1L,0.0046375428653712535,Mus musculus,ASH1L,cr,,Embryonic Stem Cell,Embryo,0.0
37856|CREBBP,0.004638707742258674,Mus musculus,CREBBP,cr,,Epithelium,Liver,1.0
40211|RPA,0.004646869193719565,Mus musculus,RPA,other,,,Spleen,1.0
52315|MECP2,0.004652706644016793,Mus musculus,MECP2,cr,,,Cerebellum,1.0
57974|Input,0.004655043455592517,Mus musculus,Input,other,J1,Embryonic Stem Cell,Embryo,1.0
48321|ATF3,0.004663230545008326,Mus musculus,ATF3,predicted transcription factor,,Macrophage,Bone Marrow,1.0
56094|BAZ1A,0.004665572071891476,Mus musculus,BAZ1A,cr,,,Nucleus Accumben,1.0
43190|JARID2,0.004674948672891417,Mus musculus,JARID2,cr,,Embryonic Stem Cell,Embryo,1.0
40212|RPA,0.004674948672891417,Mus musculus,RPA,other,,,Spleen,1.0
3278|GATA3,0.004676121929357518,Mus musculus,GATA3,tf,,T Lymphocyte,Blood,1.0
44202|BIRA,0.004677295448510821,Mus musculus,BIRA,not sure,,T Lymphocyte,,1.0
530|TAL1,0.004678469230401427,Mus musculus,TAL1,tf,G1E-ER4,Erythroid Cell,Blood,0.0
39878|RAD51,0.004679643275079445,Mus musculus,RAD51,predicted chromatin regulator,,B Lymphocyte,Spleen,1.0
44203|SPI1,0.0046808175825949925,Mus musculus,SPI1,predicted transcription factor,,T Lymphocyte,,1.0
33721|POU5F1,0.0046808175825949925,Mus musculus,POU5F1,tf,KH2,Embryonic Stem Cell,Embryo,1.0
53760|MYO1C,0.004685517442035178,Mus musculus,MYO1C,predicted chromatin regulator,,Embryonic Fibroblast,,1.0
44165|ELK4,0.004691398186197297,Mus musculus,ELK4,tf,NIH-3T3,Fibroblast,Embryo,1.0
5979|HOXC9,0.004704359006036889,Mus musculus,HOXC9,tf,Ainv15,Neural Progenitor Cell,Embryo,0.0
5784|H2AFX,0.004713805108784556,Mus musculus,H2AFX,predicted chromatin regulator,,Epithelium,Kidney,1.0
33673|RPA,0.004714987060423481,Mus musculus,RPA,other,,B Lymphocyte,,0.0
48388|H3S28ph,0.004722084323254423,Mus musculus,H3S28ph,other,Swiss-3T3,Fibroblast,,1.0
41353|POU5F1,0.004725636526720537,Mus musculus,POU5F1,tf,,Embryonic Stem Cell,Embryo,1.0
56093|BAZ1A,0.004730376505414752,Mus musculus,BAZ1A,cr,,,Nucleus Accumben,1.0
44166|ELK4,0.0047315621624612276,Mus musculus,ELK4,tf,NIH-3T3,Fibroblast,Embryo,1.0
4414|PAXIP1,0.004739869186013571,Mus musculus,PAXIP1,predicted transcription factor,,B Lymphocyte,Spleen,1.0
5097|BRD2,0.0047493788524289975,Mus musculus,BRD2,predicted chromatin regulator,,Macrophage,Bone Marrow,1.0
41954|RUNX3,0.0047517589260976266,Mus musculus,RUNX3,tf,,Natural Killer Cell,Spleen,1.0
4120|HDAC3,0.004754140063400997,Mus musculus,HDAC3,cr,,Hepatocyte,Liver,1.0
37956|YY1,0.004754140063400997,Mus musculus,YY1,tf,,Embryonic Stem Cell,Embryo,0.0
41971|RUNX3,0.0047589055305305925,Mus musculus,RUNX3,tf,,T Lymphocyte,,1.0
33641|RAD51,0.004763675257056189,Mus musculus,RAD51,predicted chromatin regulator,,B Lymphocyte,,1.0
37890|E2F1,0.0047648683545978825,Mus musculus,E2F1,tf,,Dendritic Cell,Bone Marrow,1.0
39622|STAT3,0.004766061718604993,Mus musculus,STAT3,tf,,Dendritic Cell,Bone Marrow,1.0
48644|ARID3A,0.00476964340992534,Mus musculus,ARID3A,tf,J1,Embryonic Stem Cell,Embryo,1.0
51138|YAP1,0.0047708378403007,Mus musculus,YAP1,other,,,Heart,1.0
43850|SOX2,0.004774422731942086,Mus musculus,SOX2,tf,2TS22C,Embryonic Stem Cell,Embryo,1.0
48387|H3S28ph,0.004774422731942086,Mus musculus,H3S28ph,other,Swiss-3T3,Fibroblast,,1.0
5094|BRD2,0.004775618229496651,Mus musculus,BRD2,predicted chromatin regulator,,Macrophage,Bone Marrow,1.0
49564|FOS,0.004778010025421199,Mus musculus,FOS,tf,,Cortical Neuron,Neuric,1.0
43184|JARID2,0.004778010025421199,Mus musculus,JARID2,cr,,Embryonic Stem Cell,Embryo,1.0
46435|TAL1,0.004779206323892638,Mus musculus,TAL1,tf,G1E-ER4,Erythroid Cell,Blood,0.0
52996|MYC,0.004783994189023407,Mus musculus,MYC,tf,,Embryonic Fibroblast,,1.0
48372|EZH2,0.004788786330582688,Mus musculus,EZH2,cr,,Embryonic Stem Cell,Embryo,1.0
50928|RB1,0.004789985034545302,Mus musculus,RB1,tf,,Embryonic Fibroblast,,1.0
48364|RNF2,0.004789985034545302,Mus musculus,RNF2,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0
44668|RORC,0.004799584301620751,Mus musculus,RORC,tf,,Th17,,1.0
36742|NR3C1,0.004800785415189537,Mus musculus,NR3C1,tf,7438,Epithelium,Mammary Gland,1.0
52994|MYC,0.004804390364028988,Mus musculus,MYC,tf,,Embryonic Fibroblast,,1.0
4507|RAG2,0.004806795003875069,Mus musculus,RAG2,cr,,Thymocyte,Thymus,1.0
44153|SPNS1,0.004810403975591871,Mus musculus,SPNS1,tf,NIH-3T3,Fibroblast,Embryo,1.0
54230|GATA6,0.004810403975591871,Mus musculus,GATA6,tf,,Stem cell,,1.0
35543|TBP,0.004811607502887198,Mus musculus,TBP,tf,TSC,Trophoblast Stem Cell,Embryo,1.0
43830|PARP1,0.004817629167079027,Mus musculus,PARP1,not sure,,,Nucleus Accumben,1.0
43191|JARID2,0.0048200397133074235,Mus musculus,JARID2,cr,,Embryonic Stem Cell,Embryo,1.0
9146|SPI1,0.0048212453896008724,Mus musculus,SPI1,predicted transcription factor,,Erythroblast,Fetal Liver,0.0
34587|TRIM28,0.004822451334748491,Mus musculus,TRIM28,cr,,Embryonic Stem Cell,Embryo,0.0
5785|H2AFX,0.004822451334748491,Mus musculus,H2AFX,predicted chromatin regulator,,Epithelium,Kidney,1.0
4581|STAT3,0.0048260707838263675,Mus musculus,STAT3,tf,,T Lymphocyte,Blood,1.0
9241|MYF5,0.004830900482983409,Mus musculus,MYF5,tf,,Myoblast,Skeletal Muscle,1.0
56834|Input,0.004833316947932037,Mus musculus,Input,other,F9,Embryonic Stem Cell,Embryo,1.0
42029|PPARG,0.004834525584427576,Mus musculus,PPARG,tf,,Preadipocyte,Adipose,1.0
36748|NR3C1,0.004834525584427576,Mus musculus,NR3C1,tf,7438,Epithelium,Mammary Gland,1.0
51106|CHD8,0.004836943665716498,Mus musculus,CHD8,cr,,Cortex,Brain,1.0
52901|MED1,0.004838153110612049,Mus musculus,MED1,predicted transcription factor,,Cortical Neuron,,1.0
58993|Input,0.004838153110612049,Mus musculus,Input,other,BMiFLT3(15-3),Pre-B Lymphocyte,,1.0
52722|TCF7,0.004839362825076457,Mus musculus,TCF7,tf,,Thymocyte,,1.0
5472|CHD4,0.004842993586393904,Mus musculus,CHD4,cr,,Thymocyte,Thymus,1.0
8754|STAT3,0.004842993586393904,Mus musculus,STAT3,tf,,Macrophage,Peritoneum,1.0
55533|RAG1,0.00484420437964486,Mus musculus,RAG1,cr,R1,Embryonic Stem Cell,Embryo,0.0
52904|MED23,0.004847838378549023,Mus musculus,MED23,predicted transcription factor,,Cortical Neuron,,1.0
9487|H2AZ,0.004850262394289399,Mus musculus,H2AZ,predicted chromatin regulator,,Neural Progenitor Cell,Embryo,1.0
36750|ESR1,0.0048514748072543525,Mus musculus,ESR1,tf,7438,Epithelium,Mammary Gland,1.0
32842|REST,0.004853900443629701,Mus musculus,REST,tf,,Neural Progenitor Cell,,1.0
176|RXRG,0.00485632716094024,Mus musculus,RXRG,tf,3T3-L1,Preadipocyte,Adipose,0.0
329|SIN3B,0.0048575409250742165,Mus musculus,SIN3B,tf,C2C12,Myoblast,Muscle,0.0
3003|CBX5,0.0048599692645556495,Mus musculus,CBX5,cr,,Hepatocyte,Liver,1.0
9939|AHR,0.0048599692645556495,Mus musculus,AHR,tf,,Dendritic Cell,Bone Marrow,0.0
43438|USP16,0.004862398685996598,Mus musculus,USP16,other,V6.5,Embryonic Stem Cell,Embryo,1.0
33044|SRSF1,0.00486726077639687,Mus musculus,SRSF1,other,,Embryonic Fibroblast,Embryo,0.0
8333|SOX2,0.004870910187390525,Mus musculus,SOX2,tf,,Neural Progenitor Cell,Embryo,1.0
43829|PARP1,0.004873344482723892,Mus musculus,PARP1,not sure,,,Nucleus Accumben,1.0
53412|NR3C1,0.004874562036945779,Mus musculus,NR3C1,tf,,Erythroid Cell,Liver,0.0
42077|MYOD1,0.004874562036945779,Mus musculus,MYOD1,tf,,Preadipocyte,Adipose,1.0
57016|STAT5,0.00487577986227288,Mus musculus,STAT5,tf,,T Lymphocyte,,1.0
55536|RAG2,0.004876997958756525,Mus musculus,RAG2,cr,,B Lymphocyte,,1.0
48324|ATF3,0.004876997958756525,Mus musculus,ATF3,predicted transcription factor,,Macrophage,Bone Marrow,1.0
51899|SMARCA4,0.004880653875660128,Mus musculus,SMARCA4,cr,,Embryonic Stem Cell,,1.0
42022|GATA1,0.004881873057283371,Mus musculus,GATA1,tf,FDCPmix,Hematopoietic Stem Cell,Bone Marrow,1.0
35803|DICER1,0.004889193848500251,Mus musculus,DICER1,not sure,,Mesenchymal Stem Cell,,1.0
57703|TET3,0.004892857911656847,Mus musculus,TET3,cr,J1,Embryonic Stem Cell,Embryo,1.0
42075|MYOD1,0.0048953019797217025,Mus musculus,MYOD1,tf,,Preadipocyte,Adipose,1.0
35812|DICER1,0.004896524421696582,Mus musculus,DICER1,not sure,,Mesenchymal Stem Cell,,1.0
1595|TAL1,0.004900193380008486,Mus musculus,TAL1,tf,HPC-7,Haematopoietic Progenitor Cell,Bone Marrow,0.0
8912|FOXA1,0.0049063137549076935,Mus musculus,FOXA1,tf,,Hepatocyte,Liver,1.0
5064|BRD4,0.004909989248740713,Mus musculus,BRD4,cr,,Macrophage,Bone Marrow,1.0
56594|ACTB,0.00491980256366455,Mus musculus,ACTB,other,,Embryonic Fibroblast,,1.0
74|MECP2,0.0049210304560300165,Mus musculus,MECP2,cr,,Cortical Neuron,Brain,1.0
3227|EBF1,0.004922258621456337,Mus musculus,EBF1,tf,,Lymphocyte,Spleen,0.0
55097|HRAS,0.004924715771697964,Mus musculus,HRAS,other,,Embryonic Fibroblast,,1.0
58991|Input,0.004928403546307207,Mus musculus,Input,other,BMiFLT3(15-3),Pre-B Lymphocyte,,1.0
33654|RPA,0.004928403546307207,Mus musculus,RPA,other,,B Lymphocyte,,1.0
33122|ATF4,0.004930863429480354,Mus musculus,ATF4,tf,,Embryonic Fibroblast,Embryo,1.0
5372|SS18,0.004933324406549209,Mus musculus,SS18,not sure,C2C12,Myoblast,Muscle,1.0
51234|NLRC5,0.004933324406549209,Mus musculus,NLRC5,tf,,T Lymphocyte,,1.0
51289|EZH2,0.004938249644027621,Mus musculus,EZH2,cr,,Neuron,Neuric,1.0
33615|H2AFX,0.004941946446687975,Mus musculus,H2AFX,predicted chromatin regulator,,B Lymphocyte,,1.0
8860|STAG1,0.004943179262050856,Mus musculus,STAG1,not sure,,Fibroblast,Embryo,1.0
39616|RELB,0.004944412351404683,Mus musculus,RELB,tf,,Dendritic Cell,Bone Marrow,1.0
6010|MAPK8,0.004944412351404683,Mus musculus,MAPK8,not sure,,Embryonic Stem Cell,Embryo,1.0
57185|CTNNB1,0.004954286936119619,Mus musculus,CTNNB1,tf,,Haematopoietic Progenitor Cell,,1.0
